photo_id,business_id,caption,label,caption_clean,has_caption
Th0XboDcoVlAJ7Ax8Zgnjg,zYyVEC0IF86xSHF3GFmvkg,Saag Paneer: chunks of farmer's cheese sauteed in curried spinach,food,Saag Paneer: chunks of farmer's cheese sauteed in curried spinach,True
MN6i3X1ESEOiqvodDwDeEQ,YUDcLokFMZOtyWAmVY3jwA,,inside,,False
u8al2vNR_O_Q6wJ4tpszjQ,_NfEP6cuFSz7bd-7OtiJ-Q,from website,outside,from website,True
SguqSBItviunwahfYBUNjg,I0I2mkCOPTYVSLpc8A8VVw,,food,,False
fv_VNKV7LSz-tkEb8FiiNQ,FEXhWNCMkv22qG04E83Qjg,,outside,,False
TiI_9u0deMT8Y0RWNlaD8w,jziRKhtHxeJPAPWS21jRYw,Bananas Foster Waffles & Crab Cake Benedict,food,Bananas Foster Waffles & Crab Cake Benedict,True
OPfqa-KtUnr45s3eFFPpTA,3WU1ZobAqXQ07xYoKE2Vyg,fried green tomatoes,food,fried green tomatoes,True
LV1R86r9cQSF-lrtWC2t-w,eLjXnfYwkr8zz0VhwMhOGw,bartenders concoction when she said they didn't have sangria. it  was very good! $10,drink,bartenders concoction when she said they didn't have sangria. it  was very good! $10,True
kiRDtUVRczvkh1DIc1OIgA,oFbwMxqaCJfIzAEmwaXD3Q,Margarita,drink,Margarita,True
UW2SkR6MxAOMnTu88Ms91A,bK5gt7LHnDjCfZnAGuK0ig,Working and enjoying a rose tea.,drink,Working and enjoying a rose tea.,True
NFKq1sptWQKQE8-fnqk7Hg,I3Uy20BKx7G-Fzz6hLIeWg,Service is outstanding.,inside,Service is outstanding.,True
VHWdYNGUbr-7kHIYwh1YWA,4iKNV1ijEygUYWvx85w-jw,,inside,,False
NNeAm7uyrb5AXQ2whnOqOg,QQPX7PodskbBcMl2Dwm3Sw,,inside,,False
s3rYIXsEBA7H_srWBZcFjQ,IjtQu81tebi_pLWdubVBeA,,food,,False
Hopwn4GJhq0Ay51Nti3Jhg,Zu190KfU6xuNaOCDfthmYw,,inside,,False
m8Mj1tF-1x3m44N7dJvxOw,Qlmusk0BBY0kMOd8Y96H4A,Gardenhead,drink,Gardenhead,True
GqwFaeb4MZN4tueSH-jbUg,ta5Oi3sezvn4H299MbtE8Q,,inside,,False
WkATb_3TDMoxDemzpAAmcg,GBTPC53ZrG1ZBY3DT8Mbcw,,inside,,False
pGYhEZyCHl-NUp70yA4DKw,TcNZXteosegb1RO4O5hREw,,food,,False
Nd-hhT85yKhfgx9FCpSs5w,OjXIRs2Gm4H6hWo4bC7Qvg,,inside,,False
MNt4Da-iKdilSj5p6gPK8Q,GBTPC53ZrG1ZBY3DT8Mbcw,,drink,,False
9RJMt9rbHb5QM-1Txh498Q,ac1AeYqs8Z4_e2X5M3if2A,,outside,,False
w3EE7VhEo3N3wMRAHUBpFQ,_ab50qdWOk0DdB6XOrBitw,,drink,,False
kyIivv2kfkP5GGux9rl6tw,c-iKAO2GBzSKjm7y1Oljcw,Bbq Gulf Shrimp & Grits,food,Bbq Gulf Shrimp & Grits,True
KYQRu8jUtdMaW3t9RIs9jQ,NHdE_ObFj7OjQBB3jjqBNQ,in house sausage skewers (sugar cane),food,in house sausage skewers (sugar cane),True
fe34M_vgQhSecaVuntoXLQ,gTC8IQ_i8zXytWSly3Ttvg,,inside,,False
b-MwERQAaEZQN1h7iGDFfA,uDYln8JtfxBpj5Vg04BRKQ,,inside,,False
FTpIf_G394f2KYpLSXIyAA,6a4gLLFSgr-Q6CZXDLzBGQ,Oyster and bacon sandwich,food,Oyster and bacon sandwich,True
UnznxyIveSBCaC4oV0W0Iw,0yEl45kZ8o37lvpkhCBM4w,Fun night out! Exploring NOLA #MonkeyBoard,inside,Fun night out! Exploring NOLA #MonkeyBoard,True
fNwGuouEEoYqMDVwY-0wdw,iMPv0HqHFbBYs2lEW4_Acw,Red beans and rice,food,Red beans and rice,True
2RVveHF0LZdCLyg-gE-eMQ,75FY8ZQx5nOWP0VFmNvWfw,Nice decor and atmosphere,inside,Nice decor and atmosphere,True
fBaEr-uqxy7576auxVCuOg,-VlBFlHwX-Pt6Xyzs9roGw,,inside,,False
41EcOJ6SS50jWxkdqjVlAQ,IZZ_uR2ps5KuuyE0n--jVA,Brandy Milk Punch,drink,Brandy Milk Punch,True
wJEqUyjOV-PZfhSjWAd9sg,6Y61FisC5lEVxLEaMzyUUQ,,food,,False
s6gx3pFeK4ek8dE4ppBHSQ,xfY46Z-nBtX6sZQLxrdxhQ,Brunch!,drink,Brunch!,True
JOgMei5KzTZn_C1iH7QUrA,M1hsyjJDdQQeNP164FJ1pA,,inside,,False
DCVbJF4BR-O8_YIMb63lKQ,qb28j-FNX1_6xm7u372TZA,Inside seating.,inside,Inside seating.,True
RpkJi9i6zidfMlNB5p8MsA,EagkHaaC-kUozD3MPzbRIw,,inside,,False
qvFFj_jlZzNoVBwlQJbEEw,8uF-bhJFgT4Tn6DTb27viA,Christmas King donut,food,Christmas King donut,True
NPLMQiRA5CYlVnn_fUpajw,ku8cAVBLaF_4rI-yK6gNnQ,Jazz band during Christmas happy hour,inside,Jazz band during Christmas happy hour,True
bF3eFyIdlQjGNKIv9sLkLg,VQcCL9PiNL_wkGf-uF3fjg,"Only Oyster is good, red fish KO,steak KO,crawfish KO.Service is poor, too slow, I will.not come back again.",food,"Only Oyster is good, red fish KO,steak KO,crawfish KO.Service is poor, too slow, I will.not come back again.",True
UB8ZoklE6vbs0uZaoImqlQ,-xaY1TlMf20Ol9QLcDSU6Q,,outside,,False
SH4gTbRFQgky8JUC83e-Og,FEXhWNCMkv22qG04E83Qjg,,food,,False
rBqvdovGXOWUCtC6lDQ9wA,A0DYN5wxygYnX_sL3HygvA,,food,,False
moUv1rkco4PZV_zqdvxIIg,0g9XB5iLNje1B4UNbzqCPA,,outside,,False
BSfyO_7g6S3AHrDW7ij6Fw,EagkHaaC-kUozD3MPzbRIw,Romantic atmosphere and primo people-watching location. Not the heaviest breakfast if looking to take it lighter.,food,Romantic atmosphere and primo people-watching location. Not the heaviest breakfast if looking to take it lighter.,True
HOGetUot71YUJWfFIeWlVg,_C7QiQQc47AOEv4PE3Kong,,food,,False
kSkWiDsizKJw0SmvqQx0Pw,X-BZp1KMgGzKkf_92Y3fWw,,drink,,False
6zrwkZp6o_KvRa17aygaKg,UoZg0xZepdMXbK_2dtT2nw,restaurant,inside,restaurant,True
nWqDDVOVYQ8IlrTlkwptbA,c-iKAO2GBzSKjm7y1Oljcw,Red Fish Grill bar,inside,Red Fish Grill bar,True
qnNGkSZmtopLm_WrIrs9wg,PGd06nrseC2YAIqP6S9gUA,,food,,False
3FZw0dmU-keUiMOxTiEH1w,PUR8xK74Js5oAvsarFkHDA,Logo,inside,Logo,True
bCHpi1bQJwywE6kZfoG_7g,Fd0t6Mc0uxUdhWzVwZSITA,,food,,False
dU8Yf1tBOLmGgu0Wq7AHqw,8uF-bhJFgT4Tn6DTb27viA,,drink,,False
EVOcqJtGRZ3sb_xuSjEFPA,Zu190KfU6xuNaOCDfthmYw,,inside,,False
lmUmHC6eETadu3euaiftzw,CZ907J8vyP0xs56ggEgsqQ,Seafood paella,food,Seafood paella,True
lYp3bZia2_-dZT7qOnNhmg,NHdE_ObFj7OjQBB3jjqBNQ,Fried eggs.,food,Fried eggs.,True
omHmEW8t9050TfE3hh-OGg,TUTQeLjq1UbkR5r8mOvMqw,,food,,False
GJpt26A7TvR3qqKg4VYDkw,Wc-c_hQK4vFCl9keeVTUZw,Raw oysters,food,Raw oysters,True
9g3u15rrHlK2V-MRtttpTQ,PLebbMEYWV-5ggzx0c4lBQ,,outside,,False
DbSnroKVDGvSPnvg5bsldg,mRpk0A4u0hnF0lNe1h4hGg,Vanilla cold brew,drink,Vanilla cold brew,True
bfS43m_zTiUz2RUFa5mzdA,0yRYIODkl8da3ZDdOmMAZA,Duck.,food,Duck.,True
OCtDLDcaYchVb5hk4s48dQ,rrNF0siUBVQOOgsFVfGpKA,Christmas time at the Columns!,inside,Christmas time at the Columns!,True
FG61NbCyUxoHKKHqcwnqew,tJhIqLwZnbBl5FKIChEIQA,The bar...,inside,The bar...,True
76T-TcTwWwT8YICp1rVr3g,JvawJ9bSr22xn4R9oLvl_w,,inside,,False
My0gNv62YFadhzJU7EYoeQ,0wZJkj-OnZ7Pmublspl7tA,Bourbon Special Pizza and pepperoni pizza,food,Bourbon Special Pizza and pepperoni pizza,True
dzBGFGLkUlAYfTgaM365sw,fy-vfMF2fQywsIyA3yJQoQ,,inside,,False
v2H6H-iG_SvE5HxQ3xb0mg,ac1AeYqs8Z4_e2X5M3if2A,,inside,,False
AnyCZ9syQeF3zFr55sgxJQ,htx6Uime2SkiE-zC7hxb-g,Inside,inside,Inside,True
8-fHVpbNCK9rfVGqKZkX_g,VQcCL9PiNL_wkGf-uF3fjg,,food,,False
lsU6ZxCVlRUB_eaGBsSleg,7svjXaOKO5638eYiymNP2A,,inside,,False
uDCE3B3uw--7zjyl1oabFA,iJepNTdQh-vOBoIzmx-Kmg,A good view of the bar,inside,A good view of the bar,True
y7M1gyQc6wJMYwonHPFifw,oFbwMxqaCJfIzAEmwaXD3Q,Close up,food,Close up,True
E1s_98g-h4oBJBqQ_ejSdg,VQcCL9PiNL_wkGf-uF3fjg,On the Half Shell,food,On the Half Shell,True
z8tDOS8GZYmkfZN55gu0jA,mRpk0A4u0hnF0lNe1h4hGg,Mocha,drink,Mocha,True
ImWfZtav1cg9-yQpKV1JYg,7pKzyzCFC7LpX82sM-0aMg,No words needed,inside,No words needed,True
aHNXqvEJJay-J4Y0Zx9QyA,8FWAoGPBwRS3I7_FP7u-Mw,,drink,,False
SoN_8h2LB22sPfmgRVY5jQ,SI3q166YxgbxzQxMfpiWjQ,Hotboy wings,food,Hotboy wings,True
CKH4d4aarp9_bAmWbDv8YA,ku8cAVBLaF_4rI-yK6gNnQ,Gorgeous courtyard,outside,Gorgeous courtyard,True
gVI3-oteKQQMMr0uJqRRpA,UeYZgcORV2Veo_BZzdiaTg,,food,,False
xO0q5__WZpdmAlIjy9WPGA,Q6BQcgabriKd5wPxvzOIWg,,inside,,False
7Bc181jfxDJQYxnzmkda6A,HKdAOvtDv47zPjceCjbz4Q,,food,,False
yxm8m89um8AYwThUSEl3cg,htDRn1cXDyimxz6BJWB3LQ,Bar,inside,Bar,True
4DWerlYXd_PXFELWkEv9Vw,vNUEotvnUX--fUfGWhivGQ,,inside,,False
UpKCN0Pqn-1-xNav1SlQgQ,3NNRlx0GS0mzrTYCx8m8FQ,Tammala good asked for extra sauce. It hits much better,food,Tammala good asked for extra sauce. It hits much better,True
xKV9P8vyi1jOzppPOmpQjQ,PVieWiYn8GK9GSLnNFmOyA,Interior,inside,Interior,True
bPErwIZxK0m89X--kk_LaQ,PcAMh9bjVHVB2dscm1F4FQ,Pineapple Shrimp,food,Pineapple Shrimp,True
7KRshy1o7wcz10FOLScuXg,Scai7ZFQLGAInHruaWFRoA,Paul Gustings behind the Empire Bar,inside,Paul Gustings behind the Empire Bar,True
L5xI5sD2kJ-0hhr4rxWzbw,if57kE6_VfR1nI1X93oHEA,Blueberry Lemon Drop Shot,drink,Blueberry Lemon Drop Shot,True
3qMT6mIKhknN0JwzBhYfSg,Sr2BcS8nRAqW4gTbjDNBKg,,inside,,False
Ru3E7Cw746oIcbY_IXCBXQ,j8JOZvfeHEfUWq3gEz6ABQ,,outside,,False
ULv_y9aPCzylJDS_TCXFZw,XnVmNQdmyhdCC90FRY9ZJQ,,food,,False
En_9Ip0DlVZxy8A5jQ2Gsg,mhrW9O0O5hXGXGnEYBVoag,,food,,False
WqCa2Qhs5gORCf0u34I-8A,0eOeiknYEwjFOywy9pe4RQ,,inside,,False
c-U2dXiPLtZJQkE_pXUCrQ,htDRn1cXDyimxz6BJWB3LQ,,inside,,False
WdDXpIURpFtrtLPq4jpRGA,d5tOQdD8KA8v9YysvEGiiw,,food,,False
9jwY0dliTtNamNmbQoMN4A,pym7c6ZFEtmoH16xN2ApBg,,menu,,False
48G2_KKVMp6AE3ZkGQyz7w,P9xNwbMStRsHsVc6K5PDpg,Boudain Benedict special,food,Boudain Benedict special,True
tn7bEia-vYtZERt-z7nM5A,rAMlyZQe5eFrdLRVQfY4ZQ,Chicken Melt,food,Chicken Melt,True
Xvs0TbKmdF4Rh6gU40zjdA,ftDLK3a4E5DpWPLbFo3ZkQ,Traituere Fish,food,Traituere Fish,True
ALr9xH8qqBKufvSt0vnZSg,Trbe4JX-oLHrrVVPcv0wog,,food,,False
gRVu2fFAnHQaGC2X0te-_g,VaO-VW3e1kARkU9bP1E7Fw,,inside,,False
I8Pv2pq6pRQ6nmpbxdX3sg,FaY_9x8ZtsuHe5wS2iJM1Q,"One of the best Quarter Muffs: more stuffing than bread, delicious crunchy olive salad, gooey good when toasted.",food,"One of the best Quarter Muffs: more stuffing than bread, delicious crunchy olive salad, gooey good when toasted.",True
OGxcSZaAaLjwuhN_gyqUJw,aPs-Pf4_CLWcFQcMnbfcUw,,drink,,False
M1tG3Id7Giikxahs6IMoHg,lK-YaoQ670dGJrmaqyJTBA,"The rather sparsely shrimped shrimp po boy with sweet fries, to go.",food,"The rather sparsely shrimped shrimp po boy with sweet fries, to go.",True
g6evnvf6_2Nzr_Dga201rw,_h94BxrrFKPvzUIRx3Xkhg,,inside,,False
bLReOZb6inBpILqWK3KUkQ,W4ZEKkva9HpAdZG88juwyQ,Inside/Bar,inside,Inside/Bar,True
b70_SDhoXiENkCSOTjmBmQ,NHdE_ObFj7OjQBB3jjqBNQ,,inside,,False
Xe8j1rHaUPRfc5OTOZnn9g,TcNZXteosegb1RO4O5hREw,Thanksgiving Poboy,food,Thanksgiving Poboy,True
vrVVBKzP7oZW2PVljX-3NQ,eCikDKFbaeYVNdCD2beX0Q,They have a bar,inside,They have a bar,True
XFFklJ4mSNHt6HEpr5JKmg,a1u9Bxrq_fZxl2pgqQUcJA,"White Chocolate Pudding Cake | french bread soaked in cream & cinnamon, baked & gooey, topped with bourbon hard sauce & whipped cream",food,"White Chocolate Pudding Cake | french bread soaked in cream & cinnamon, baked & gooey, topped with bourbon hard sauce & whipped cream",True
ae8xBLUeoBe0qqS2b8BOdg,vN6v8m4DO45Z4pp8yxxF_w,Shrimp and grits,food,Shrimp and grits,True
Qz9xKhqYzNYwebdhVpMURQ,J5wx3AY-jkOqt4sTDq2uGQ,,inside,,False
oIatQAa_pGG0PYfJAzUyVQ,IGEvYF8zejVLGrY5rzYjbA,,inside,,False
UhR1Mc739TlZboFxmHZ5gA,xZileQFJ7h-0QKjtGc9xgg,French 75 drink,drink,French 75 drink,True
24nElORzfbCR1b-j0FZHLQ,Y2Pfil51rNvTd_lFHwzb_g,The inside of the beignet!,food,The inside of the beignet!,True
8PDzixxJkEVWJTlGCyCH0Q,YxZJXr_a-Oie6O-Lk9C6zA,Another Broken Egg Cafe Cinnamon Roll French Toast,food,Another Broken Egg Cafe Cinnamon Roll French Toast,True
bAcOFp-avdNKYSbmDVOYYQ,kBgiy6ulQRiATWFPZjTPKA,Beignets,food,Beignets,True
6E3488o8A6y-gbnyhTi_gg,htDRn1cXDyimxz6BJWB3LQ,Inside restaurant,inside,Inside restaurant,True
B8bG5oPTsrzPRzeBIIbeTg,-psZLTe6IJTQUB-bZF7Zyg,Garlic-Peño Chicken,food,Garlic-Peño Chicken,True
wuBYceIthWP0meb2-UC07A,ac1AeYqs8Z4_e2X5M3if2A,Don't  be fooled by the frontage...it's very large with additional  upstairs seating,outside,Don't  be fooled by the frontage...it's very large with additional  upstairs seating,True
mhQ2PtePsz3p_C-f0pvHnQ,hfbZ97Te3T4jeWN6GgsGrQ,,food,,False
FJPXQf40OZoDMhGnUHHfIQ,_393npnr0Dw1aGKy83x_0A,,inside,,False
cCVywc3qn5i1lAltCbODQg,_ab50qdWOk0DdB6XOrBitw,Dozen charbroiled oyster,food,Dozen charbroiled oyster,True
Ncll9ZU_fedf8FmWuJTicw,2ZGv7sKYtWK8NIWqMJCSfQ,,food,,False
_CgL3I1yxcUvdfKffAyUbA,r-EldXbu3BcEPGudSu0EZA,Coast Roast Coffee Counter at Auction House Market,inside,Coast Roast Coffee Counter at Auction House Market,True
WQkbfj0Co_d8RdJmp_x6DA,-fJPJP7iOd1ukDNqTSINIg,such a cute little restaurant!,inside,such a cute little restaurant!,True
R4D6y8EOnNW38I36IGTmqA,mhj9KWNqKnEAb55-94ZzfA,,drink,,False
vR_nsIVdeJe_QWCLMFuWGA,JRa60aO_ZZCdfDIU6IlpCA,Grilled Octopus,food,Grilled Octopus,True
6xjW6-7h3LqkhdWNm44Qng,LkCFcD-5QyNIUnEfO78npw,The Tennessee Williams Room at Chartres House,inside,The Tennessee Williams Room at Chartres House,True
sOVcR5FTKn7EgENLV0eLJQ,FDx_EgHcBvIRGH4UlyuNCA,,food,,False
rOmzG1-9AtgTtO01wn2I-Q,TcNZXteosegb1RO4O5hREw,,food,,False
VYVJ_1MwdSAwM9rsEbPK2Q,uvQQlr5ye4ReQTxuyB7kCA,"BBQ Eel, Dynamite Roll, & Spicy Tuna Roll",food,"BBQ Eel, Dynamite Roll, & Spicy Tuna Roll",True
ig9jARo-u2JrumH1-PvVuQ,ta5Oi3sezvn4H299MbtE8Q,,inside,,False
ag0pbtoy_sfRQh-DkiodSw,dGeXdSMah56gEHwZNaRQKA,BRC BOWL,food,BRC BOWL,True
1lQ--KveFF1vS5gdi6rU5Q,ac1AeYqs8Z4_e2X5M3if2A,Yummmmmmm! Who dat!!,inside,Yummmmmmm! Who dat!!,True
GHc4n8Eq8sfUncyELkFOmA,Q1hBOIqr_p6MRnMLawz6cA,Shrimp Tacos,food,Shrimp Tacos,True
O5Sk9MZOiw3rqNVM4zVraA,Zi-F-YvyVOK0k5QD7lrLOg,,outside,,False
aA8TzWu4ZRb-zPL1D4TUXg,H5KRna9A6mDQEJ2ZN0zL6g,,outside,,False
msY1CwaSokYprQePjSXJlw,FEXhWNCMkv22qG04E83Qjg,,outside,,False
HKCfwB7GfdHhs1wDJDEjvg,RQpOPNHJReRnrsCD-2qEoA,Bar,inside,Bar,True
OEowlKt68ibTbGtsQoVy1A,6Y61FisC5lEVxLEaMzyUUQ,,food,,False
t2TqV7r3wmLXoy5OVjRxzQ,rUxxJi1tlSljiY_kTasUKA,,inside,,False
d84EFni-eXlUzq5TWU2Khw,NptSlw3aDVtu-qtXcti7aA,,inside,,False
fJSdpoNCULXkSPG1pED8gQ,uYUsK2muRiy0ahFZchlVEw,Signing the Ramanos gin fiz book!,inside,Signing the Ramanos gin fiz book!,True
EJkfMjhAAai0Ryt4EY06XQ,FEXhWNCMkv22qG04E83Qjg,,inside,,False
66UxEvALgnmtOW3CP5z-dw,vN6v8m4DO45Z4pp8yxxF_w,Shrimp and Grits,food,Shrimp and Grits,True
zuySNDAGadTKInbg-HXzEg,24f-qQokEN2UvBNHMWLm3A,Rockerfeller ousters. Not my thing but didn't regret trying it. It's like a lemony spinach soup,food,Rockerfeller ousters. Not my thing but didn't regret trying it. It's like a lemony spinach soup,True
l2U6PvJvrZ9b46icyM9H-A,C6YaSrMAzy3jJqinlFVudw,Happy Friday y'all !  Fish tacos is what for lunch !,food,Happy Friday y'all !  Fish tacos is what for lunch !,True
8IuxBb6pF1SEvMrh9MfcMA,WO-ofNAvSuJpdRt9Auon6w,Shrimp and grits,food,Shrimp and grits,True
ur98pnXkP1BBci_H__XHag,ZapDvyE7lJxVxlmeeKyjkg,Cajun Omelet,food,Cajun Omelet,True
y6KF1ZfAwBetunqdUC_1Pw,hLlDzRaDGN-0SlEWk0xTpQ,Bread samples,food,Bread samples,True
SVti46ZsVYt1FISvQOiA6w,dbli0TD6YQfbnWTv-43KLg,,inside,,False
0C_ywk57yELFEGgne-GJYA,nj_6YtupsFwSp8xYYyWKoQ,,inside,,False
Eylss9PLu6zdpGY7I7_6AQ,TcNZXteosegb1RO4O5hREw,,outside,,False
7xvWFM3kS3QhM9Lz7ChsFg,a1u9Bxrq_fZxl2pgqQUcJA,"Sunset view  dining area, great atmosphere and perfect for people watching.",outside,"Sunset view  dining area, great atmosphere and perfect for people watching.",True
QvlejnFqAr5NUE2CiizjYA,FlDkxuO6MGrW7x1OJTtJew,,food,,False
Gu8UMlhNRmh99DfS0_GyCQ,Q6BQcgabriKd5wPxvzOIWg,,inside,,False
87sssB7p7WuCohOQ00kRWw,FxeakFEI6gObK0CxcOft-A,Had to get this bad boy to go. Butterfinger brownie,food,Had to get this bad boy to go. Butterfinger brownie,True
WZliYaQ-6gUTsk9YDUxbFA,-psZLTe6IJTQUB-bZF7Zyg,,food,,False
3u-Z5hx40KBwLkcsJJR9pw,xDfR8rnwsxpM80rIKcvyzA,Voodoo Two Crew,inside,Voodoo Two Crew,True
RyFm2vgvytJWkp-lgG1VlQ,lo3zYtvPB6-iVok2C7HsGw,,inside,,False
Z0TrI5tnQK2hebKGCw0gVg,6a4gLLFSgr-Q6CZXDLzBGQ,Redfish,food,Redfish,True
gcVtJ6aFNn5fTM-CiSkOeQ,INeL2YsGJRX-QulzFRKKXg,Cheese grits that came with the eggs Benedict crab cakes.,food,Cheese grits that came with the eggs Benedict crab cakes.,True
n6YTuyE0N_Qh20zcwMwPsQ,-Tskf8WK17rb3ZfeFuRSWA,Cafe Benedict,food,Cafe Benedict,True
Qc-F9F-plLuYohFc7XRUwg,xZileQFJ7h-0QKjtGc9xgg,,inside,,False
SsT6-G5vxkQWZgp22FZBlg,24f-qQokEN2UvBNHMWLm3A,,inside,,False
qH_lwno0TsSipqVcfbScnw,eoI-rJfnSV_rLjqRXXSWSw,,inside,,False
Co-NI5mtbBsLPPr47omo1g,7fSehNL4pBJ26FOeLqPj1g,The Mexican breakfast! Amazing!,food,The Mexican breakfast! Amazing!,True
bJ63uRZgzEJKkU26BycbHw,ftV6GGm1dB47vj3nf-UeIg,Chicken tacos,food,Chicken tacos,True
oxQjgb1EMritOFaLsTim0Q,H41S-qS3NOUJSbIqWTuyIA,That was Wendell lol,outside,That was Wendell lol,True
5Gc6sOQlrYNSEifjFv6WdQ,FlDkxuO6MGrW7x1OJTtJew,,drink,,False
pl8gcFLVEEHYDgABFG4dKQ,JLixvCikc5JYGcnvaqHoJg,,inside,,False
cIi3HWmLGitrbyZzlj-nZg,vwOJ4yZH1I85-T3dJyr2ig,Breakfast Bowl with Grits underneath.,food,Breakfast Bowl with Grits underneath.,True
buhLyhR7f3VXsSDPFvlrbQ,Q1hBOIqr_p6MRnMLawz6cA,,food,,False
R7_FbADx9O9ViHCCir8AXw,MG_wIwRBwyNnCAEMXe9Jqw,,food,,False
rUxGjqp8-hxpWsWIZSJezQ,QA8QLpwf_YT9C2ST5YJ0vw,Interior,inside,Interior,True
PTXkhafPnCRmAXajIwIOeg,_ab50qdWOk0DdB6XOrBitw,Fried Soft Shell Crab Platter,food,Fried Soft Shell Crab Platter,True
0E1ZgieNthWrtHr5fQwUPQ,z0MXYel0okwMqLjgMkKD2A,,food,,False
HAulUq4-MHVZYKnyh4nz0A,PC62l488ujL8i75jrBiOlg,"Kung Pao Chicken, Dry Chili Wings & Shrimp Fried Rice",inside,"Kung Pao Chicken, Dry Chili Wings & Shrimp Fried Rice",True
9eYvAlz7BrH67QyoDJhNTw,uxHR2GuFsVYPi0H5wi89XA,,inside,,False
ondogvmRl-nLe_rSQev7dA,ku8cAVBLaF_4rI-yK6gNnQ,Live music!,outside,Live music!,True
hDIbBGVLiih1_jb93AV27w,FlyfDPS41F8R9f5KHA8g2Q,Royal Tom Yum,food,Royal Tom Yum,True
GrDf9ZPQamX5uO7ySWOqGA,ta5Oi3sezvn4H299MbtE8Q,,inside,,False
ryGoVi3xCjUNRJ98gmxwTQ,ArPLE_RTg0h7yzkN0KwzRg,,inside,,False
2jUiV8hSGnPA2IGh-Wobqw,z0MXYel0okwMqLjgMkKD2A,St Roch at Sunset Photograph: Gabrielle Geiselman,inside,St Roch at Sunset Photograph: Gabrielle Geiselman,True
qmd22SF2bbdvrDkOq5aQ6w,uLlnmQB3EEN7UbHD1c-Fjg,Mojo Pork Tacos,food,Mojo Pork Tacos,True
6tdqSMXqs2Eh2I4hB4BwVw,oBNrLz4EDhiscSlbOl8uAw,,outside,,False
tbqR3Px_fprv6FfRWfDU1Q,VHnxcKRk0qGxnW1jgVdwGw,,inside,,False
zX2mpvcQl_qm_HjJPLuFLg,OIbh0ZOemmphJR4Att3E6A,,food,,False
tr5QdR1aubUWM7Fc300h1g,hVS67L6bYtNZyuvqDX2O6w,,inside,,False
NTsZs-GxwZdgSRZyqrpgZw,Yl7UIESx3gl10kEwP0Djhg,,inside,,False
1fhXQ6yU4p-d4g7dU7qjow,joxy9N8aJv3_6h0aaYuTzA,Outside,outside,Outside,True
n1pea5-bzHd4vzNcoyAleA,1YfILky5n_7V3MHs8gzwMw,,food,,False
Yhqz6lZBIBgagA_Gr2_kjw,UbFkHiEt9S-0mUL3RQ5Ghg,"Self serving station for water, utensils, and seasonings",inside,"Self serving station for water, utensils, and seasonings",True
oYbhHO__duRea13TbED-eQ,gTC8IQ_i8zXytWSly3Ttvg,Cuban sandwich,food,Cuban sandwich,True
tWQmhDtkv8U_3TCiIIaNOg,UeYZgcORV2Veo_BZzdiaTg,,inside,,False
ltAebeedkQ0lhRQDOswNyQ,_ab50qdWOk0DdB6XOrBitw,,inside,,False
PZkz8DBUut9p5V-ygCk7Xw,CG1Bb2MTraJYTHCPFm72XA,The bar area,inside,The bar area,True
WjRmwli1pINv-TuIa3p8OA,psG_tTwM0Wcddk9cW7yw_Q,View from our table to the front entrance. CLEAN!,inside,View from our table to the front entrance. CLEAN!,True
svWzrxkhZoHYOIW3lvm7Og,Qlmusk0BBY0kMOd8Y96H4A,,drink,,False
rtWNGysjRdW2mNJ17EoO-g,lK-YaoQ670dGJrmaqyJTBA,,food,,False
ha59nO1PlvDHeIXSHTiOCA,9kv9JpLhzkN3UeWZDrsmEA,Nice views with heaters in the winter,outside,Nice views with heaters in the winter,True
ekRc8IIr6OfFj__2reNtnA,uKXw5zfNtNw_eJW2arHLFw,,inside,,False
1TENKd47GqB-af2HUCelzg,mhrW9O0O5hXGXGnEYBVoag,,inside,,False
DeQqIXP4_u2F4nJ-THK82g,UGefDZNmnBztS0eoXWtHyQ,"Pulled pork, ribs, brisket, potato salad, toasted white bread",food,"Pulled pork, ribs, brisket, potato salad, toasted white bread",True
M2ISseTSdxW9Hj_d60qoqw,oCbJpGl8IkH1WdYa25TDBA,Bar area,inside,Bar area,True
r2CMqiojymaWi-dSU1AqJA,D0AXNeHYbU9WfCBnbhYKXg,,food,,False
BWtOmbLMbW-xKUm3u3qD9A,XxLUOR6RZaUL18TNF3WKZg,Crab cake slider,food,Crab cake slider,True
-gnMo-lt_vCzB5MYLdxzsg,_ab50qdWOk0DdB6XOrBitw,Chargrilled oysters!,food,Chargrilled oysters!,True
VTn98UUZcyjfmWMSJukE0w,0g9XB5iLNje1B4UNbzqCPA,Blue Crab Pasta,food,Blue Crab Pasta,True
rIPu5oe8_duR5Mgw4LejTw,hfbZ97Te3T4jeWN6GgsGrQ,Inside,inside,Inside,True
edu4zBBfxHIS2rIbSxiJFQ,HUfoljaD3iVbHdQlBAsV4Q,Chris in a photo shoot,inside,Chris in a photo shoot,True
4d5gl5GTsGC-op65jOsl8g,TVDe34aKHkjaEOtCqffwbw,By the bar listening to live band.  Great sound great atmosphere kickass bartender.,inside,By the bar listening to live band.  Great sound great atmosphere kickass bartender.,True
LFr_4Kl3-7iuqETjF-DRqg,XwpjTjy_jwWGAlG_rt1Hrg,,inside,,False
w1mk-NtGj62IZEgXIYpHzA,uR7G8I4Cef9D9R340TN24Q,Trenasse Restaurant & Bar,inside,Trenasse Restaurant & Bar,True
