user_id,review_count,yelping_since,useful,funny,cool,elite,fans,average_stars
SEZMKLHE0eRBKDBgsHE04A,60,2014-07-07 19:52:50,42,12,14,,4,3.7600000000000002
JkmdKniVQ0hUAEn7O8hjsg,41,2011-07-25 03:19:03,44,13,11,,0,3.06
2DiEYMcbzJwCYxCRNaRoDw,576,2013-07-24 05:04:21,1657,837,837,"2013,2014,2015,2016,2017,2018,2019",29,3.74
RixjFGveUW86Genyd4qtSw,14,2012-11-25 19:17:34,13,0,1,,2,3.21
Sd_sdgbsINebsp5ia1hpZA,13,2017-05-28 17:04:54,3,0,2,,0,3.77
rNX6sZK_dfM6xZrM15PhkQ,126,2012-10-13 19:08:53,53,21,29,,0,3.91
NH78GGLbRknd0iLaShmm5A,54,2011-06-11 02:55:31,23,19,11,,1,4.24
8oRlkM2HT9pXFLkdwBzxkw,26,2012-12-22 14:45:39,29,4,10,,1,4.38
RF6uvqvb_maQRellP1z_Mg,11,2015-12-10 00:49:13,0,0,1,,0,4.0
u1v-o8ldAEd6icbcpS6FiQ,197,2010-12-05 03:54:47,166,34,46,"2015,2016,2017,2018,2019",9,4.06
8DdiwrEP3xZ3syJMw8YSXg,33,2015-10-22 01:53:45,12,1,3,,2,4.09
cqbLjNPSKef_WDc06AIE8Q,16,2011-02-13 23:54:44,9,5,0,,0,3.06
mJyseqAmhI2jGlf7njm5jA,41,2009-06-22 20:17:29,33,5,10,,3,4.62
QEkqOMa5iSAguiyhj7WsHA,142,2012-02-24 15:16:37,58,11,11,,2,3.12
MkcGW9608wBVP889reLhCQ,61,2015-06-04 21:17:46,8,0,1,,0,4.18
80U17yn_Kv80Lv4HECM5jQ,21,2010-11-05 17:41:50,22,4,3,,0,4.32
yPLZZzxeFAnCU_L5R0OEyg,58,2012-09-01 17:25:40,122,38,33,,1,3.15
P4K4Pr7XEiB56QzVE0uUEA,92,2017-05-29 20:14:04,90,6,34,"2019,20,20",2,3.77
auMoIKAcET1OwcdfGWCYBw,97,2013-11-10 22:07:28,73,12,35,"2016,2017",9,3.95
rd0J9qgJsrU7YnfzLb1eQw,294,2016-12-07 20:19:44,545,64,383,"2018,2019,20,20,2021",25,4.39
FcCTddM29VnAagu4W6rmvg,536,2011-05-04 14:41:40,593,100,230,"2014,2015,2016,2017,2018,2019,20,20,2021",34,3.99
z-ac4aPTz64j2ehH7qfqcg,708,2012-09-16 17:04:23,931,276,498,"2016,2017,2018,2019,20,20,2021",23,3.65
z9r31mvcvjsNWVdjkuAbOQ,32,2016-04-12 21:42:47,11,6,5,,1,4.06
US_KOLYgXmscY4l3SH3Fcg,100,2017-05-20 07:29:16,55,11,30,"2019,20,20,2021",3,4.65
phwYp5ZHXESr50U5hVtgtw,55,2015-01-31 18:28:10,66,10,23,,4,3.56
DiymAgrP6MD6hkk-3i_BAQ,23,2012-08-12 18:22:54,13,3,2,,0,4.13
miOTvi-OTdx-RseZwpDNJw,16,2012-09-30 02:23:37,29,2,3,,1,4.13
uwnIDdTBmnDdgRskNy52vA,110,2007-08-17 14:17:54,79,19,25,,4,4.11
GUs6qYi8j7CKjgdpVRY7Ig,75,2013-04-06 00:02:47,80,12,26,2016,10,4.03
ijRB-o0ADAuwUJ-lBj7IGw,26,2014-07-18 17:08:41,11,3,3,,0,3.52
kZEdBXc1z8gIyDIETJJg7g,17,2010-12-14 06:24:16,12,5,1,,0,3.67
89aoy6WORObOOdU5yPQxoQ,334,2012-11-03 01:29:50,389,56,145,"2013,2014,2015,2016",29,4.31
X4nYQw393Ayc1sKz4-f5Rw,55,2014-05-03 23:00:46,74,9,28,"2017,2018",12,4.4
3BR-yZP3iJwgqT90DZVa9w,294,2012-01-16 20:47:28,772,191,534,"2018,2019,20,20,2021",13,4.35
UNv1AJsTZElhwmgjBSVk4Q,13,2014-12-08 19:31:46,3,0,1,,1,4.54
vrirpOlGcDXOwYdqFzt_Ag,15,2013-08-10 18:39:41,5,2,4,,1,3.25
UmK2dXGyJ2eG5nbEl_alyQ,22,2011-06-08 05:13:56,31,3,6,,1,3.32
GSgoQusOXsfS88McJFQP0w,162,2015-08-07 02:51:55,214,34,48,"2016,2017,2018,2019,2021",10,3.36
NvOLc01UrWEq5JWbYrzmBQ,314,2013-10-25 21:56:58,238,35,103,,7,3.26
-0ywhZblr5CUN1M8zXXeFA,41,2014-11-04 06:18:12,35,17,8,,3,4.35
tiG3ewHTe0RYnWO_NJWHUg,9,2012-12-28 23:09:35,1,0,0,,0,3.3
eIdD7xk0D5UmFkW1BDMk5A,57,2015-02-14 01:39:47,34,10,5,,0,3.92
5QdFgDojXcbsLY4zVuEmiQ,7,2016-09-15 12:59:11,3,0,2,,0,4.71
ItSKQOJQv8BnA3xPCD5O_A,378,2010-10-25 14:31:15,1095,337,656,"2015,2016,2017,2018,2019",31,3.68
wQCjlQNZr-kqrvDdstn15Q,13,2012-09-18 16:20:31,8,3,5,,0,4.77
HaEfIiNslDHBM6ddRELjaA,224,2012-08-02 23:10:50,317,87,122,,8,4.24
08m1pM5keN0lx84c5Jyquw,72,2014-05-24 15:15:44,98,18,64,"2017,2018",5,4.25
H5y0bZTJ0AzC02mk0rJ4Ww,14,2012-02-12 16:12:27,30,4,4,,0,2.14
0ZgAHb0QyQmEAv7SBO7YSw,165,2012-11-14 20:02:54,229,46,102,"2013,2014,2015,2016,2017",5,3.69
1Lq4zfAyrfy2P_m2HGcF0A,72,2012-03-05 22:06:35,114,42,49,"2016,2017,2018",11,3.49
2AqSDQA24lnFGaWLlF0i6w,25,2014-07-11 18:44:58,15,1,6,,0,3.96
XA98jjDYs4LpjJKeeeGrSw,251,2012-03-20 15:15:49,563,171,323,"2017,2018,2019,20,20,2021",46,3.61
gYulsPdv-abzuSJKZl_rJg,127,2017-08-21 16:24:36,249,92,122,"2018,2019,20,20,2021",6,3.64
8nql69A3gGBpG26o0RBnlw,144,2012-04-26 01:18:29,130,27,35,"2015,2016",3,3.5
GKu4Clzya_Vj5iOjFrV0Zg,42,2015-07-29 04:55:52,10,1,5,,0,3.98
GRNqIGUrkHJabOlTBktzBw,102,2015-11-07 00:57:19,72,12,51,"2018,2019,20,20,2021",8,4.0
bh62EEVLWthmdKz-C3zV9A,7,2011-07-19 23:55:57,4,0,2,,0,4.0
548WFMQzt5kmIlnatesFlA,8,2015-01-09 16:30:45,0,0,0,,0,4.38
VQrVo4rcDtixHByRNZ8SWA,155,2014-04-19 02:52:16,100,27,33,,6,3.48
lBNexphtgM7BZUFzvNFXRQ,73,2015-11-30 23:46:02,60,15,17,"2017,2018,2019",12,4.04
HXhniFeD1l8zmgyIh8-Jkg,43,2011-10-05 18:18:09,81,20,10,,1,3.07
6dyzqFtFdMYGHqxl2ePT8Q,94,2013-09-25 01:43:44,51,12,6,,0,3.95
Rpldn4Ynakn2LZz28JRl-Q,265,2010-09-22 17:00:47,230,82,57,,11,2.91
lvXRpJfSzWSGvADk7yHs3g,199,2015-01-16 20:34:36,205,50,110,"2016,2017,2018,2019,20,20,2021",20,4.66
g1NVC296QBDJ0O-3J4EAMw,223,2011-12-31 22:35:49,111,33,42,,3,3.93
EKxAddsH7CmUw9aBhBGMVg,59,2011-05-11 21:50:24,104,16,17,,2,4.5
0D_HtDXSMlfrlNJJQCPpug,186,2012-08-09 04:00:51,228,66,50,,4,3.32
PeIFSmI0I1ILYjUjjUSZdA,696,2011-12-25 04:11:27,1041,193,463,"2016,2017,2018,2019,20,20,2021",59,4.43
DzxIJWY4iMwDCkPH42ThqA,30,2012-04-03 21:43:15,15,3,3,,1,3.23
IIU7Jln5CeKa-0gUMF6_6g,15,2014-11-30 17:20:24,12,0,5,,0,3.56
JXP8ZZ8CVulXWO_6sP5sfg,181,2016-02-27 02:47:41,105,20,53,"2018,2019,20,20,2021",7,4.49
3ejK6cQUTXznrbBe8aeFBg,181,2007-09-02 12:35:55,95,13,44,,7,3.53
o2BGAiWVNp-ZVe7I0Ddf0w,207,2013-07-18 23:55:10,545,73,280,"2018,2019,20,20,2021",38,3.94
H4KAlADyu2E74GECOL6eNw,34,2013-08-19 16:58:08,22,8,6,,0,3.47
BoXAwWV4cstulRm90XgWbA,239,2015-04-22 20:29:48,436,46,104,"2017,2018",13,4.81
-EoJZdxSKhowrsFMBAPE4Q,106,2013-01-02 07:12:13,108,26,46,"2018,2019,20,20,2021",12,4.43
TL0eedBOHSJt5K2gPFd_wQ,10,2013-04-17 18:42:29,8,1,4,,0,3.6
ig0NAzZ9J_6cF0gChtvJuA,395,2014-04-19 17:13:40,302,54,125,"2017,2018,2019,20,20,2021",15,3.93
QzrEASoqh1lm69A9SNYplg,83,2013-09-27 20:15:21,26,4,5,,2,3.96
yUJ3iif5wtqTBjJeWOa9Ng,119,2015-12-13 03:25:41,114,26,28,"2018,2019",10,3.68
x2_33iv9KZY29qT06iyNrA,235,2012-01-05 21:10:23,207,63,57,"2019,20,20,2021",8,3.46
vKyaLMAsHmxF9v_g9NI0mA,28,2013-12-21 22:55:51,30,4,9,,1,3.73
qRluWleV2KGtM6BMrEtn5A,29,2015-07-10 19:26:16,32,5,9,,0,3.55
4foEsmMweI70CYWwCOvh6g,82,2013-06-18 17:52:21,59,16,35,,1,4.54
ly25BfsjRoWLJOJrbcTLcg,123,2013-09-24 02:20:48,272,27,147,"2016,2017,2018,2019",6,4.02
jI81bT1b_vz8aloD6sY6OA,106,2014-07-05 03:10:29,119,21,58,,4,3.72
tp3BjSPjrVGSikchHQRpsQ,16,2014-07-18 23:24:39,11,3,2,,0,3.29
KZ1jfvfPSQA9xCTSfjkAwg,32,2014-04-10 00:08:53,47,2,21,2017,3,4.66
AR4iAZuZdShphRC_oS2Slg,252,2011-10-31 02:39:47,343,103,228,"2017,2018,2019,20,20,2021",19,3.89
dhQBHGmabHzY1YShPnb1-Q,63,2009-03-06 05:53:14,34,2,12,,1,4.46
gdgKHpq8p-iaLzRgJ4YDZg,12,2013-11-24 17:50:32,5,4,2,,0,4.08
LKScdCUIWjueYWLCOqFk4g,16,2014-08-07 18:22:53,24,4,8,,2,4.72
DfJ1YwguKL1RDbIuQxHtTQ,41,2011-07-18 17:17:21,34,0,7,,0,3.61
0cOxpUnrE85Zk5RE6VKkig,72,2013-06-30 12:07:16,59,12,15,"2015,2016",4,3.87
B4FtM0j4j0cHUu4FMyyO5w,19,2014-06-01 22:26:11,7,1,2,,1,4.53
bH8tygAIJ4e6jqay6Lzv_A,28,2012-07-10 22:23:21,12,1,2,,0,2.71
foFmD0W5ag7QqQBA9UMJ8Q,127,2013-09-01 04:42:51,139,16,54,"2018,2019,20,20,2021",10,3.96
cUGfK8fjzqSC834H6D5lFQ,321,2016-12-22 22:10:56,215,49,63,"2018,2019,20,20,2021",18,4.59
j25Nj2p1DT40r51ag8wUqA,150,2010-07-29 08:38:02,1005,262,174,,4,3.63
vnHoRZrXitfrtFn9I5mF2w,51,2011-07-15 23:06:11,100,11,54,,2,4.33
lJZqqSZNu5E3rebfwq0Nfg,60,2017-04-20 02:33:17,33,2,12,,3,3.8
26BRT0-E8XX9-Hher7Evzg,90,2013-12-15 13:16:36,45,7,12,,1,3.66
uFnHGZYIPQPPkEVuLv2zbQ,29,2008-07-11 18:54:39,30,13,14,,2,4.38
wvIlVoJ5kg_zW09KG1tZHg,89,2013-05-12 23:19:04,102,0,42,"2019,20,20,2021",3,4.37
d4bEcZnR-kT5lr_W493seQ,40,2014-07-07 20:24:37,22,17,2,,1,3.54
OWlgvNhy4M47SgUy1gP1Vg,216,2015-02-04 23:08:34,114,28,33,,3,3.83
tfX4C40-ZHp79tqZ2iFU9A,51,2014-07-01 01:30:09,38,7,15,,0,4.67
SQq8b7VP7kyNU6e4-Xagew,130,2014-10-21 01:47:28,231,31,61,"2016,2017,2018",7,3.84
PkyqhEDFRZE8bWat_TkwWw,216,2012-04-24 20:11:50,510,129,92,"2015,2016,2017,2018,2019",12,3.61
aG3_956s7UC7_FkI7s0ErA,7,2015-01-11 00:13:22,3,2,1,,0,5.0
tf7DEGImAL1PoCUxzO-qZQ,131,2011-11-14 04:06:06,165,37,59,"2015,2016",5,3.74
G4Oqp3sJopJzdZAKw4SRTA,58,2011-04-15 18:31:07,32,19,21,,0,4.02
LhQVP8v4waUhOssPISCPug,563,2014-04-25 21:49:51,716,183,333,"2015,2016,2017,2018,2019,20,20,2021",58,3.87
SLL5OfkNIrUUPj9TuTASNA,114,2012-10-22 00:56:59,320,135,207,"2016,2017,2018",31,3.61
j-3wDEUv8iKUVWZatqwjXA,89,2014-01-12 22:45:21,138,58,69,"2015,2016",7,4.24
KAOfUzDLcQCTKnLp0yvtWQ,27,2015-11-22 14:20:57,12,0,5,,0,3.94
HBQSKc_vYfNJV9qca-LVMA,21,2016-11-20 20:03:31,28,1,24,2019,18,4.43
myOxFPsjPcsQnrUtnSsBIA,51,2012-06-01 01:12:23,51,7,10,,0,3.62
mUsNBThtY82Qhaed3S1vSA,8,2014-02-06 13:47:55,2,1,0,,0,4.5
bttsvLi5w5pGzGocK6QJkQ,49,2012-03-10 19:52:30,47,13,9,,0,3.52
XGBa1dKLGQh1QSqMtANzYw,577,2012-05-02 15:52:42,583,121,227,"2015,2016,2017,2018,2019",25,4.14
20bBIeuBi4GWYAvvQmpIUg,424,2014-10-25 00:02:58,801,231,563,"2016,2017,2018,2019,20,20,2021",28,4.23
wkeHanFMXAX3eRT5li-YGA,200,2016-01-28 18:44:56,460,71,215,"2016,2017,2018,2019,20,20,2021",20,3.69
w850gjGAL8fOy3C3eh9a9w,55,2015-09-10 15:44:18,35,25,26,,5,4.87
r2P1lw25N0eyoBr8TDlb5A,150,2009-10-19 06:22:17,105,27,41,"2014,2015,2016",5,4.05
UWFCoPwyNt-HX9T-ijlX3Q,82,2015-11-08 23:43:19,27,5,14,2019,6,4.26
PW-WkdP_hRCLYx2QnnOnfQ,148,2016-05-30 00:19:27,53,13,20,"2018,2019",11,3.87
XJDLaoN1PerKw2woiKeepA,162,2014-05-01 11:20:27,131,16,57,"2018,2019,20,20,2021",5,3.69
hGNCLhJUBj8augEOUMHC9w,22,2016-08-20 16:50:50,9,1,8,,0,4.04
gyAfijhxmJzvwxPD9y6RHg,50,2010-12-29 20:22:02,71,40,15,,0,3.2
oI_X5Rj_hh0_4uTlAViN9g,41,2013-02-23 16:07:30,77,10,20,,0,3.56
Hyia-yyVvLNAGg7EJ6p6sw,123,2012-09-22 18:43:19,159,20,29,2017,2,3.37
WSYzDXWN6YP-_mgD7owlDA,105,2015-05-07 00:21:59,258,74,170,"2016,2017",21,3.8
3ZrY316WfsTrFKbUCc9waw,465,2013-01-31 05:06:05,556,117,203,"2017,2018,2019,20,20,2021",25,3.52
ej4kPMsfm3sEktEekcPW2Q,487,2015-05-05 20:53:14,250,36,110,"2018,2019,20,20,2021",5,4.1
ohkA3vhJ3X2XSVY8dJ3qUw,74,2011-10-15 14:44:54,107,26,21,,2,3.3
6-YKGNwQZFMpTVHRxEEuEw,19,2013-05-27 06:20:27,3,1,0,,0,4.55
w56rA538xP-NIZ3vuTzbSw,27,2018-06-13 16:14:30,14,2,1,,0,4.46
CssA1QFiUwMYAzh9R4jfiQ,169,2013-02-03 14:59:44,90,14,33,,4,4.11
_95ZbAGA35_V1tUZW0b_lg,14,2012-12-12 21:12:10,6,1,0,,0,3.93
TUX0VfUCj5l395CSqBXkWQ,20,2015-07-04 03:29:56,67,24,29,,3,3.9
e1sXJhBh8PEW_3uwtFL_dw,69,2014-10-11 19:33:15,89,7,22,,2,4.31
jo-QaZCV9kdew4-Bz2U3sQ,77,2013-01-28 17:49:23,56,27,15,,2,3.79
0geOCH93KVUzWI07QNVBrg,275,2016-09-11 16:23:12,251,27,157,"2017,2018,2019,20,20,2021",25,4.28
X0WIfI7x9JJ1d2CRCFB-RQ,9,2014-05-22 19:51:35,16,2,4,,0,4.0
uaLJZJ0zfPgrpIciKqaLQQ,81,2013-06-05 02:07:45,230,79,132,2016,6,4.12
CmM_DlOpYnFY4lx9uxyoCg,134,2017-05-21 23:18:21,113,26,40,"2017,2018,2019",17,4.34
hQnjE5ACXjrquVkI_XVe4A,1074,2018-05-27 16:54:53,22957,10098,23014,"2018,2019,20,20,2021",162,4.61
t7e450WvP-ncMKqduovWbg,145,2014-10-18 04:20:23,129,77,72,"2015,2016",1,3.38
ooM06c4FnfKtZnzv6VuIDA,19,2013-05-18 04:43:31,13,4,9,,1,4.0
awa2QtxxnyGHP4qoGC89lQ,50,2014-02-03 01:15:08,40,6,5,,1,2.8
E88YMZVYyzLPfW6Sz9ZUJw,22,2013-10-10 23:17:49,2,1,2,,0,3.14
eC7AWbBjPFQf_rqvhBoYcA,33,2014-05-03 16:49:23,31,5,10,,4,3.35
qUfeXfih4M8rEwtunLdnrA,70,2012-10-20 19:43:19,36,7,3,,1,3.48
U0kiORl1Gpc8K9jOWWgHzg,287,2008-10-14 01:20:21,289,108,42,,6,2.68
woC2EOOoq3l2JoKgoSrgOg,207,2014-12-17 21:19:55,35,2,9,,2,4.53
vsc8kVlazF1nBMkbif1ZPw,35,2012-07-04 20:27:44,25,20,5,,2,2.64
iksyi661x5fvITvB2ISNlw,125,2012-10-29 19:42:35,250,57,53,,5,3.25
xGFIeRDjI-r-Us70s-o2sg,104,2011-03-21 21:01:05,66,9,12,,3,3.45
KnxhR-pK6-OjnFERhPMARg,26,2011-02-24 17:38:13,21,0,3,,1,4.38
0AzqtJY7YKML3_sBJBOPIA,189,2012-01-18 20:41:13,160,30,27,"20,20,2021",1,3.71
wMsMj8kILZbZBT5aEDdwlA,135,2007-04-09 02:02:25,174,65,52,"2013,2014,2015,2016",6,3.42
1fFftbdySAYXs02CCnI-9w,33,2014-03-05 00:17:21,29,4,8,,0,3.71
P5qz1QAPosKaTPmUSUGHjA,140,2013-12-29 01:03:07,84,17,42,"2018,2019",5,3.84
aF_fZpaPSFeMqTqGbc8nCA,191,2016-02-17 05:30:35,225,50,129,"2018,2019,20,20,2021",12,3.6
mkymVp0NJDsRJFRZwBTP4w,6,2011-01-09 01:18:05,3,0,0,,0,2.33
sDODDITD0bAerSck-3oJjw,114,2009-06-29 15:49:29,127,39,35,,5,3.44
agPS4V_PendvZYpyZk0M1g,136,2011-04-02 18:49:52,92,13,22,,2,4.11
FDLKt8fZRq1Ug4f67-nCbg,260,2015-01-19 21:29:32,243,52,50,,4,3.68
Qs-lbf8OD16IlXjhsZAonw,62,2014-12-21 06:04:19,90,13,72,"20,20,2021",12,4.46
qn8eZqXnuPNRgUnUDNReNg,148,2012-10-17 22:09:02,157,30,70,2015,5,4.06
5CfE31qFqCQGpfh6iRK65Q,132,2013-12-29 14:49:49,154,56,90,"2017,2018,2021",13,4.1
CGUcvMU8csZfMclXJfU5OA,119,2016-10-27 12:51:37,390,164,287,"2017,2018,2019,20,20,2021",20,3.23
4e9-roUfqfa7fp3zdMKDvw,653,2015-06-02 01:24:58,1309,403,961,"2017,2018,2019,20,20,2021",32,4.13
1YYNG8brNzTDTbkZ3lDd2w,62,2012-01-10 18:24:15,14,3,2,,1,3.71
PXjeIa7zyu7M2SEczVxAwA,97,2016-07-02 02:39:58,42,3,12,,1,4.75
VgIiAUpZzNArTEXHg0xVWw,14,2014-09-25 15:00:54,26,5,9,,0,4.27
uvjs8YWrGJWqE_umbBLElQ,203,2013-12-31 22:20:09,268,51,132,"2018,2019,20,20,2021",25,4.39
FDiTU3V9Bzp-u33K4B5jbg,37,2014-03-10 06:52:24,30,12,9,,1,4.15
5uD_t_lZ-JhNBoU9hrfHKA,24,2015-04-27 18:18:27,8,4,3,,3,4.71
ALBt9YhE0sTQvkq2NDxgMw,52,2012-08-03 04:18:28,18,5,4,,0,3.91
HBDFWgkuZ_xyvpqJg-8tJA,315,2012-03-02 19:31:04,387,79,116,"2018,2019,20,20,2021",9,4.18
m6QpM4YQFNA3wuoSOHqNOA,12,2015-03-11 03:23:45,0,1,0,,1,4.25
jyKVo89Zj44umbxVOUq0fQ,63,2014-01-03 13:33:39,67,8,24,"2017,2018",4,4.41
b4DS6aKcyAc2m-URu3p5Lg,70,2015-02-28 03:29:56,113,8,74,"2016,2017",3,4.44
NpYtGuBxnojOHAdMYerhYA,26,2016-09-21 01:19:23,15,5,4,,0,3.0
ZVEQwcU4Aby_rSSC2sY5Yg,198,2011-09-13 20:00:36,164,38,80,"2017,2018,2019",11,3.68
3D3Kpj993jrGNt4MDIOnfw,117,2010-08-29 15:53:52,39,6,8,,1,3.46
bv9DCUZ_ogc2XJoj7R-QYA,16,2015-03-24 03:24:02,18,14,3,,3,3.53
KX4vdSzKO8wb9d3j56Rf5w,213,2010-11-02 03:26:23,122,46,75,,3,4.46
sb-d7WsaG4SbI-rBUeQdCQ,110,2012-07-04 21:18:57,75,26,17,,1,3.46
SVBVwY8RQ_3wmnwxeD-MCQ,65,2012-03-02 03:03:20,29,8,13,,2,3.57
-_OH-t_Tnm3-I2RpPjEjwA,238,2013-11-02 21:26:59,475,75,314,"2015,2016,2017,2018,2019,20,20,2021",18,4.16
k235Y029S4gFlM5w6E8TgA,50,2012-09-18 00:13:11,69,32,10,,1,3.02
cQ4vjLfbzl7tMGc4M8Cd8w,17,2012-10-13 22:12:04,15,5,1,,0,4.37
N0Mdmf7gYhw7mJC6LzhcNA,70,2014-08-04 22:20:36,81,17,30,"2018,2019,20,20,2021",4,4.29
p8ATOR-wQw0UCXAZL9TA5Q,25,2017-04-01 16:36:37,10,1,4,,2,4.28
LqEsByiSMZMymAZygV6jxw,20,2013-05-10 00:57:02,9,0,2,,0,3.38
1GaVs-91RY_Bt_Q-UzhD5Q,21,2015-07-03 01:05:09,9,2,3,,1,4.43
aKCHOEH7ySprq781iIUPtQ,95,2013-05-27 15:57:30,123,15,35,,3,4.03
fJM_1YrTqlVPjgq2_ObDOA,165,2011-08-29 01:20:20,186,33,80,"2019,20,20,2021",6,3.62
Aw_2-J9Npn9yIVrZnp7UTw,16,2014-09-28 23:47:10,9,1,0,,0,4.31
w9p7L3DFaQXD1fLql7WeZg,32,2014-07-23 15:30:04,48,5,7,,1,3.0
283VIcpBU82LK-yratnREA,10,2014-07-28 16:28:57,43,10,25,,0,4.3
C8ZJgM3H56ZFABkyWguNEQ,32,2014-03-02 05:15:20,15,3,1,,1,4.18
sSrK8m463Q3WmfzIXOgB0g,70,2014-03-23 20:47:51,39,4,15,2016,5,3.7600000000000002
iKx9Oy0DkNjysG8wY51S4w,221,2011-03-26 02:41:20,139,28,72,"2016,2017,2018,2019",7,4.19
pj6rNuouch7dyYGNUOAjsw,40,2012-02-08 15:25:05,34,7,9,,8,4.0
mcXs_mV5CQHhlUZsRVvtXA,26,2015-10-13 00:51:21,12,1,5,,1,4.58
Kzc-g02gyJSCVKuFMacUhg,487,2015-04-03 23:26:38,1172,505,594,"2015,2016,2017,2018,2019,20,20,2021",23,3.83
NvVgjgrAwajPdcP9tTyJ2A,22,2014-05-18 14:43:31,29,3,21,,6,4.13
cxEH8F7IjvkOcmJB5sZLjw,16,2014-07-31 23:43:50,11,3,5,,0,3.7600000000000002
igqPIPvDNXQR8dkWPPIbsw,146,2012-09-20 12:59:30,131,22,74,"2018,2019,20,20,2021",4,4.32
JeERFBZyECRwzscG3dvKQQ,258,2011-11-21 02:56:56,453,122,209,"2016,2017,2018,2019,20,20,2021",26,3.9
o5hCgO5zRyh_lf_q0YGHAg,78,2012-08-12 04:46:37,106,24,22,,3,3.0
GdM6Q0sWKI33TAHb_S693Q,68,2012-12-19 16:19:16,94,24,22,"2019,20,20",1,3.64
KXdhaKcEAb27ESHWDNz2yQ,97,2014-08-18 04:56:47,116,30,44,,9,3.65
0kj2n9DI27NQUy4z_R1xWw,48,2014-02-28 04:39:42,37,8,11,,1,3.47
XwAEnsBVxh5kHP63HWwZxA,69,2015-07-13 16:20:29,32,11,14,,1,3.83
nQj7dP-K4xTU8idb2pT8RQ,43,2010-05-09 15:46:53,32,13,12,,1,3.33
67PW7EWQ6utuv8A_Dx_SzQ,6,2015-01-02 20:49:37,0,0,0,,0,4.17
v0WtsA-cnASotnhhRNhlxQ,117,2011-12-04 15:38:40,27,5,5,,0,3.93
-7a_ViPlUJ7wsJVdHwXruw,66,2017-04-11 16:41:25,55,6,19,"2017,2018",5,4.0
YEoZEG1wrf2-7kb-SX1OtQ,25,2012-12-07 22:53:22,26,2,5,,0,2.74
bhsK4UvQwqr3bj_PBXEK_A,252,2017-07-08 23:13:39,278,35,91,"2017,2018,2019,20,20,2021",9,4.22
UHIf0yjCNQLhzwodDxM6_Q,150,2010-04-01 21:24:04,84,26,26,,3,3.99
cEIVI96lzZ3-LD8JSflbJw,22,2014-10-04 23:59:56,41,6,6,,0,3.8
0uW8ubBWgZc0g5WZwsV7RA,100,2018-03-09 06:52:44,117,14,53,"2019,20,20,2021",10,4.1
Fb8_ZTxQRCKQYQrkEMZlcA,16,2015-04-14 00:26:38,15,6,3,,0,4.06
bO8V952ciInMYJwJjFDp9w,31,2015-05-26 14:54:41,31,5,5,,1,3.13
U9918Tstod9ET2RA_UkeSw,239,2011-10-12 14:58:45,235,26,113,"2014,2015,2016,2017,2018,2019,20,20,2021",8,3.96
zatEOZQ-CNCHBSpjGeM-5Q,13,2013-03-21 23:46:57,24,14,5,,0,3.69
GjhV51ooyTM9GKY9mwuqoQ,338,2015-09-19 19:46:27,663,177,441,"2016,2017,2018,2019",16,3.79
l5cxtEb38HqqSqXJdG1_lw,95,2014-01-31 19:39:39,106,32,42,"2015,2016",3,3.54
qGz6SGjG24v8iOZ5_K9AjQ,163,2011-11-05 23:40:40,219,76,137,"2017,2018,2019,20,20,2021",12,3.85
2cOMybvwfik6IOOLTPXS6A,182,2011-06-28 16:50:05,122,54,61,,4,3.99
ofS7M8HgmXUy6_OrZUL5lw,76,2015-04-02 16:51:38,192,36,143,"2016,2017",4,4.39
qWNssdsnHvc8U2TdJyXpcQ,149,2013-04-18 20:15:01,232,54,33,,2,3.15
IB6n1P091RhK__FU2XIFgw,150,2017-04-02 16:47:06,92,13,75,"2018,2019",10,4.01
LZCRPNap9FhIX75oKh25kg,29,2011-02-11 02:42:04,22,15,9,,0,4.0
vDNrQU7yYNgkXfSwQCb8uA,29,2012-04-19 14:13:13,15,9,5,,0,4.35
mA3tALTzmDunDRctGEu-wA,150,2015-05-09 12:19:42,133,18,56,"2017,2018,2019",4,4.08
EHqzEDni7wbGaJNk5ksY-A,67,2011-11-18 05:25:44,75,29,19,,0,3.26
daBNJmXVo5LwmL5zTqf6Mw,135,2011-07-18 22:08:15,164,27,55,,3,3.95
VRodpkhIHcWQMMudfqOGUg,26,2016-06-18 00:15:07,9,0,4,,1,4.57
Sp1vUDcdArgi1IDD0yuxFA,121,2015-08-22 00:46:41,129,20,49,"2018,2019,20,20,2021",12,4.23
2-xdoubWLh0vfVE24k4u2w,133,2014-06-06 13:12:44,213,52,109,"2017,2018,2019,20,20,2021",16,4.21
exRWM9F2JAJVvWgjbCaQJw,57,2013-07-29 22:22:06,64,9,11,,1,3.2
IH6DSACQ9AD0o-L67H26uw,128,2014-11-28 20:42:09,131,20,25,"2016,2017",8,3.77
aKQe4WeYhqRQB2dogSYjwA,11,2011-09-27 02:18:01,11,1,0,,0,2.87
KmXNH3qlCIvHVnMRoCWZNg,6,2016-03-22 00:14:32,0,0,0,,0,3.5
c3vg3q_DfzthGwZDY-wmcQ,19,2015-08-14 03:27:16,5,1,1,,0,3.9
aUgqCsfv48kji21n8Mx9jg,55,2015-06-02 19:16:40,26,7,11,,3,4.72
3Ak0szhsZwnDYkjNd_P6Sg,22,2013-03-19 21:50:42,9,1,1,,0,3.86
oQCfNvskWdfCcnkQ-mHajQ,172,2012-01-18 09:22:20,165,47,39,,1,3.85
