photo_id,business_id,caption,label
lW5kdQl2-CIn2zZ4fGxePg,M7Y338g9JFs_0fNR1RA82w,Shrimp Beignets,food
C4ZXsko8X2U3qTavYvQh0w,_ab50qdWOk0DdB6XOrBitw,,food
9XXnXOCkRzVMzkCQTX-ykA,3WU1ZobAqXQ07xYoKE2Vyg,Cajun cheese steak,food
TPcKLSmK8pab-v02m91LBg,UmjITdXHhEF46ho6IhaGQg,Spirits- take your drink to the next level!!!!,menu
X3VrFh5P_AJdgeqPhV9KcQ,kBgiy6ulQRiATWFPZjTPKA,,inside
YSjciux-6-KLXEd21mw8WQ,u0U5IQEQzQauLnP54rMUOA,Cold brew & Brandi!,inside
nAEsjsmJaxshLBIoBA1TWA,Zi-F-YvyVOK0k5QD7lrLOg,Live band for Sunday brunch,inside
UGDXQ8LdBTcg_mrOJpgc9Q,Ztbcpzx9sQdNQnKx8yghTA,The courtyard,outside
lEj2KgLm-u1u_Rv9k3wbXg,YmF6Bh0MkjW5qci5KI6D2Q,,outside
Q10coUruBbaPlS2uL9DHww,Ggh6vaYzcOGoQ57w1NOFCQ,Inside,inside
rK7_VghyqjxpvHjv53b1cg,I3Uy20BKx7G-Fzz6hLIeWg,Peach salad,food
tRfXDRJ_eJuYPfQfIe_IWw,dM2LrfuOqlRHdRKI_FFwCg,Cheese please,inside
iA5IEyka0b_Vp3XkALJDGA,-_1ctmwdtSpjfpFu0pHXzw,,inside
rApOO6GYaLaClT5A6SsVgQ,8uF-bhJFgT4Tn6DTb27viA,,inside
fIa4T0yopd9hX5Ii3-o9Yg,Gfegg1vwKJJo-EfEujQ-nw,Sidewalk seating,inside
FqUmHy05hcAXpLfEOIG1oA,xHot_pXfqnrUKtcDPJtKZw,Catwoman and a chollo,inside
SFbqqob6yVgyAjaFMwG84A,htx6Uime2SkiE-zC7hxb-g,Cafe,inside
AlJ4FFTDBoIY7BObT43R4w,CYMUz5KDEGI3Faqaz0skBw,"NO WONDER IT'S EMPTY AT NOON ON WEDNESDAY, the posted menu is 30-60% higher than better nearby restaurants.",inside
7cup2nUt03wmPLrZG6tw3g,oBNrLz4EDhiscSlbOl8uAw,Hot-smoked Salmon omelette,food
VifJPkp3Bm45cwvn4YqaMg,196CWwMAtAcA21jYiMyRzg,View from the bar,inside
wl4Z-cfd6waIblxPEdbVWg,196CWwMAtAcA21jYiMyRzg,View from restaurant,outside
GJCxDtGoElnIa6IA_ggyFA,FCfTUUTYXfZchPvx7tkoWA,Chill dining room,inside
HmLsAe4zBI4Owg0LHNq5AA,DnuRO4i1yI5REm5v1pUxWQ,View from intersection of Elysian and Claiborne,outside
Gu8yB5bOAoKyoWZqMtScSg,RloVMlIr8kP8Sn609loBTg,,drink
AAMv-Iy8ksaKS94kyoetKw,TVDe34aKHkjaEOtCqffwbw,,inside
CuZ-ZvEl2G0veqZXSikteA,PJtI7vmojLrIH1qvFrFZkg,,outside
fpsCP3lEQ3C6ySQMFqM4Jw,nihvarTktbLi1CI_Dkep4Q,"My crew filled up on a variety of southern goodies including Royal Tomatoes, Debris Fries, Seafood Nachos, and Seafood Nachos",food
XPvoybVU9QVSPugimYAehQ,e1WJ1qcgF2TBkoYzopeTgQ,The rack of lamb special - very heavy on the rosemary.,food
fdxKamHZDGtP84J_L8LbYw,qltayRFPZ1GiSMeUkeF3Dw,@1&1 burger,food
3Z_8_mSxPz2xHzAPen402Q,vTgNM_Pb0NtEBPsTqYr63g,Ambience,inside
2Gem7L-e7l6zqxRLvi4VlQ,j4kYliTkKf7k-oDqVgyXYA,Artistic concepts,inside
3CbyE0OhpXM00QOI6SrAOQ,V9VLhHdSFpFi4yXFqVcVEA,,inside
XawWs0Nn09VWz2lieby95Q,98mYebjHN_VXZapVm8Nmqg,Veggie Wrap,food
TZtWuczIAGazFu6BzjeYhw,Z4PF4EtM12L7nwOHZHFJNA,,inside
wHHiIkqDJAkEZhOaOJv7Ng,6Y61FisC5lEVxLEaMzyUUQ,,food
sfpmHme6saszRO1GLtYMuw,hfbZ97Te3T4jeWN6GgsGrQ,The Rising Sun...so good!  Definitely recommend this for a bit heavier drink.,drink
I3dBpKCI2Z9Rrz_5E3Yu9g,C6YaSrMAzy3jJqinlFVudw,Clean and comfortable interior,inside
X-eE3jE1hITO-BuhQlPa5w,2DTkzhmMpv5fIPKheePClA,"Nice, clean atmosphere and good service. A little pricey but you'll enjoy the food.",food
WIFonqhfsL8xh4CRALLmww,2DTkzhmMpv5fIPKheePClA,Warm Chocolate Babka ($9),food
YKF3omhzWtQKpHgPdJzhAQ,HhD8DLES5ZeULKDXmfkOOg,Plenty of screens to watch sports,inside
J5a4jx1w8ir0W-4DhF4-QA,OX3ArWSP85bK4cdk51tdmw,Gift Shop at Seven Three,inside
jnZKQEz5pbv5xWRkj-GWhA,FTZZ_79rORWTf6crYDHPMA,,food
r0NJW4VcGxGNjJFFk7uBYQ,W4ZEKkva9HpAdZG88juwyQ,Oyster,food
KBggXhvmpjcnp4E57N01Ew,kvt7lGaRArkeDbw5eCZP8w,,inside
5-5VzmiPz8GPzdv2RCOAJA,24f-qQokEN2UvBNHMWLm3A,,inside
3w2sb2Hu-osJ2SoSeSnHpg,xZileQFJ7h-0QKjtGc9xgg,Great drinks and ambiance @whiskynomad,inside
J8XPCmr01ufUvFoJMbeBbw,lo3zYtvPB6-iVok2C7HsGw,,outside
ZtDmFuXhv94tVft8D-YERw,UeYZgcORV2Veo_BZzdiaTg,,inside
r-z2praQ2b7CRIAzWgl9qQ,GIo6CTonm96GbnHqLsw04g,The Voodoo Garden,outside
NtGyyBluV9voM7ixQvxtZg,FEXhWNCMkv22qG04E83Qjg,Beneigts!,food
kHJmqjT-pPOGa0PAQdWLMw,CG1Bb2MTraJYTHCPFm72XA,Crab & Corn Fritters,food
BE_t5xswX8oYyJm3WvBNNQ,8uF-bhJFgT4Tn6DTb27viA,Dining room and ordering bar,inside
HWYZZK-EbH8Mg-BzcqWRtw,CG1Bb2MTraJYTHCPFm72XA,Sweet potato pancakes,food
FXqvgSlXHYE9vEcXNqDVAg,ac1AeYqs8Z4_e2X5M3if2A,,menu
85jLUhR-ZngJRbZOD_27zA,Xh08NmHdB86LexgXrIxr2Q,Fish and Chips,food
l3xXmOnDvVW5VqOmKIw17w,nTBStZYJfHGdSZJbpaBiPA,Cooking area,inside
EgJ4JLBtpbzGWKuqeX4TnQ,rwIZZyeREqMBZ1bYyc7Wgg,Good times @ Jockey's Pub (b),inside
t-rEPHPLVdX5B_hjv14law,YmF6Bh0MkjW5qci5KI6D2Q,,food
b3eCxy-Mk4PHEHkPpC75Pw,ta5Oi3sezvn4H299MbtE8Q,,inside
hZGS1ZExQjN6Rqk8M6TIeQ,_LgI5387qAmMuS8i6h69cg,"COUNTRY CLUB CASUAL. Like other successful new eateries: Balise and Compere LaPain, the vibe at Meril is that of a ""19th Hole"".",inside
dCtpHG39ObAKB7lSPafSPQ,sbYg1J-TmQ-gIaSQlEiT4A,,outside
9qoAJzn1EddNUSxIDFXE_A,gjbmwlYUImb2lQBp5LV3KA,Bib salad,food
sLLgt66TOrNu6MxMa1frTA,YH1nhGFJiT6ouc2MXs7BhA,,food
6LnV6j0AOTIn2E-YAF4xqw,Cbktlvci_z4HwdqPUW-5cg,,food
VNdgB7ymOvtmDOF2BMVntA,dbli0TD6YQfbnWTv-43KLg,,food
4AfQ0AzRCPmPdzw9DeT_nQ,VQcCL9PiNL_wkGf-uF3fjg,,food
X0uPsE3CtZI_7EjeWIek3A,q4aAaxdN4wmUZoC6sKEwsw,,food
OfGi47-0qomtOfZAeSS_eA,nTBStZYJfHGdSZJbpaBiPA,Good food with good friends,food
s5sdOKPJL2R3JO9QtXknKg,Q2mR4I8LdkYE-Tw7_-s-vw,Mushroom Hummus,food
dNVTYh3nqTg7KIUeDwJZjA,PKZwdGTapRvFsBYh0zQXpw,Not even half of the bourbons & whiskeys behind the bar,drink
id5aXHlPpZ_dYxlIBSaSRg,-UEeCTgxud4OGWshX4x-jw,2.10.20 - bananas foster affogato,food
adQ-dxXioc_k3b_ZxYlNtw,BRJwJjDrnO4OA4MTCK3mcg,New Orleans location,outside
-xbyAa25seRcWpdEbMLP1Q,gjbmwlYUImb2lQBp5LV3KA,curry beignet,food
xszGub5LQ72d2GdupPNGSw,gzMlFR9ViVCr_HUYPgqqVg,,drink
q1zwTF7xweOs4Pw5rVJSLA,yKAOohng_AJl22LgjBPl1g,"Veggie garlic noodles (one of my favorite dishes here), Gyu-Kaku half salad, & spicy addicting cucumbers",food
FHFZoZnkf9-enZ2BWDYYIQ,EmJF-xSIOaEEOWcK8UOBqg,,inside
70Pwyd7sJ1q2kqY34KFYAg,me3mlZsR26fV89fMw2uR6Q,Little Gem Salad,food
dei_AX6ThkJsjaS3tPIX5w,HKdAOvtDv47zPjceCjbz4Q,Le Bayou balcony,outside
R0DV5FMyYsFyN9h8gjtYKA,S-srtrb6wGnOXQHR8KewyQ,organic cold pressed,drink
dfT4_tiunRqjIJTEHC4n1Q,XCDXN4xJh3-DauaO88CZHQ,,outside
u5dtFpYW2DhRNM6Bs5wX_w,Trbe4JX-oLHrrVVPcv0wog,Dessert,inside
BaC6T-_wBzv0bLmehsNaMQ,D0AXNeHYbU9WfCBnbhYKXg,,drink
S9xzbhe4RGuN0QXyspr6FA,_C7QiQQc47AOEv4PE3Kong,Interior dining area,inside
Ete__PRG2Bqo_xExLuSClQ,e5fCI12X_GLCST668S4ROA,,inside
kjwBzaDUbilcPuBIhcAK9w,gTC8IQ_i8zXytWSly3Ttvg,Muffuletta,food
dYN84lEo1XuhBepkOJ6BQg,0UJqTczta018RoktahC0jw,Dumplings,food
i619hYg7-6tlvJriSTDx-A,tsaifr1x7MHWsUngvZ1SQA,Beef Teriyaki. -Sorry for horrible quality,food
5Edd7wBvrbRE9nI0fwOEYA,EagkHaaC-kUozD3MPzbRIw,,food
BiJ0Nr2NZKA3I9rwn5OK-A,qeBFhxtnBkkT6HU9Meix0g,Spicy tuna,food
qmp0pC4BN46O5zW5QGhrgg,4DEO0nDjhS6DifyFP7yJNA,Catfish sandwich,food
zhVYjCVUo2g6Mq_Rakb9vw,OIbh0ZOemmphJR4Att3E6A,,outside
TFeCFHg-F32nPUEw8ZLZKg,-_1ctmwdtSpjfpFu0pHXzw,Size of pizza,food
VPrW1a_hTSHIO8NWfdRq0w,me3mlZsR26fV89fMw2uR6Q,"Seared Foie Gras & Duck House made kiln dried cherry duck sausage, sweet potato nest and a chambord duck reduction.",food
9b8Wsi4tVdEgBfYBsUlwGw,fMLHS-Nqwjp9gFrcVqJ2LQ,,inside
6RXSxiJl4oFKuOLubEKzLQ,EbLbT1sR9myTqzjF4mHrTw,Opera Box in the Theatre,inside
bnRV3tCbXyatblCLQpeIgw,ku8cAVBLaF_4rI-yK6gNnQ,Bubble happy hour!,inside
8Hxm2wsL1jwq7clRuOQngA,nePPSHdai8L7aWmXwOZHEg,Patty Melt,food
-UVSYFqsvRcmm1yPxRgmBg,OoM2j5LPJC4Mofl2XQjBvQ,,drink
wVV1KGEv-P473aNyJL3qPQ,HhD8DLES5ZeULKDXmfkOOg,,food
A6FDvCI4mkfd5j47zq6S7A,jKTWcdyXPw_cGUp9fKqapQ,Brussels toast,food
xMq7FyVz9yxH2kN41LGXxw,GBTPC53ZrG1ZBY3DT8Mbcw,What a great place,inside
kyvE0sbfzJ_x3P6iUN7ZnQ,V30n7ngQ35CD9Il1dNkDhA,Putting the fire out! Hehe,inside
dN_a_75z4X-i83ilGRWcGA,JLixvCikc5JYGcnvaqHoJg,,drink
ibeaiHXLBNMQT2_PjZsuSg,nzqx3NJ1Yf-1bugLNikSCg,,food
Qn4ZvMfhvs-CKARNiuh89g,uYUsK2muRiy0ahFZchlVEw,R&R playing some great jazz!,inside
8UCZisIXhiuP78rZD778MA,tdao4KP7wldd72uhhrD9jA,,food
Hh1OUUY6kJ13tElnZXBdtg,fusQg9Pj0xUC8CzbO2IHrA,,inside
IMITHjLIKBlL5S1_m6QHyw,i6YvzoCYT6vCxBxqD7nR-g,,drink
R04Opdq84VLrBbZ254SgUA,jKTWcdyXPw_cGUp9fKqapQ,,food
LqNF9bQ_MQVUzq_eKG7v4w,ac1AeYqs8Z4_e2X5M3if2A,,food
bXfnctD82WXZ4Jg9MsQuxA,FEXhWNCMkv22qG04E83Qjg,,inside
AU5ynxdwT2c2B2D-cuBC0A,3fVYGQr_ldW2_1QlXJjpaQ,,food
PEzN3WLq2GSr8kaGi4tC9Q,5AC7N_iYT1TyfdFxuigcqw,,inside
dbbL2nCVouoElhxuw3GsJA,FSvFk1lWR0YBYP_-L_iLTQ,Menu,inside
ZSB81zsBAow9IELs6vSHOQ,voWjA6zfmXLIbKAoqwBnug,,food
yT9_My6ercdhgqfCRK5FJg,RfiyYH8ZEpHflMI9ZMJNGw,,food
B1J2ce_o2mzSexMcAysw5w,OIbh0ZOemmphJR4Att3E6A,Ozzy the man,inside
Ycp2SGxhvoLUf9xvlsVcXQ,5xRmemqmR89BpGoOA25hqA,Steamed Pork Bao,food
bS7jh9D8fjXhLFW-9E1o1Q,VQcCL9PiNL_wkGf-uF3fjg,Checkin' in and ready for somethin' YUMMMMMY,inside
HhqhYBz12zrmV7uluTQTEA,7pKzyzCFC7LpX82sM-0aMg,Live music!,inside
vvS_NHCcHTN_BiejxsbAsg,j4kYliTkKf7k-oDqVgyXYA,,drink
5BcB9xIyyrAX-rTuuiM0yQ,7D5-a53BLau19RpMu-L3zg,,inside
lzadkb4ExWghTuFcxadIyA,6a4gLLFSgr-Q6CZXDLzBGQ,"Grilled Oysters , LOVE !!!",food
AIEHIk3typ_lBSvSqHrPwQ,TEv0kn08Hq2UZ3k74Ieh_Q,,inside
EW-uxL5b92AwT-N7XHzZQg,dclL14pr7OojCOKJ_ZbMbQ,,drink
wfCMT4-Va1--SCZTThkTyw,8uF-bhJFgT4Tn6DTb27viA,,food
kE9bJWo8t6FM8_0z59tf7w,MwonUzoiUq0dpEVlIVBryw,New small bites: Deviled eggs with pecan smoked trout and crispy capers.,food
QqA-t83_R0aE-rKDQkgxjA,gTC8IQ_i8zXytWSly3Ttvg,,outside
lYgu9hOXzmtxHtrSLjdPUg,xl_ij-CKyR8KPDfqRPMc4g,"Nectar cream with condensed milk, stuffed with vanilla ice cream!",food
Y850WOVndrnsm876kb71Gw,ZL0Iyn8hlTHDz70-IPFBAQ,,inside
ZFyuNKFxtKJRkeKhHV-mLg,_d4oswY38HTB5UWMMEt_jA,Signature Cocktails Crafted by Justini Cocktails,inside
68X_tHZdbIfP4KFJjKwlOA,XncT8ubN1EcqJDfIYNUiEQ,504Hibiscus Traditional Daiquiri,drink
fGBibOBfLj3jphp0wqeF9w,CG1Bb2MTraJYTHCPFm72XA,"Hair of the Red Dog ""Bloody Mary""",drink
DCLu4V4uQi5WhI_BTRM3kg,Fs4T7lKpXVtD5Pz7jWSJeg,,outside
xZywQuaI028k14XoToUS2A,gTC8IQ_i8zXytWSly3Ttvg,"Fried catfish, roasted sweet potatoes, and buttermilk coleslaw",food
cFB6Wi4DwaEa-c8v6mo2EA,VQcCL9PiNL_wkGf-uF3fjg,Clowning at the Royal!,inside
PWidMc7PVZGOwVXFGhCnXA,FQJ4ph8e1SMz5YWsdH2m8Q,,inside
sxwujAglwEzu1hdiiSg1uA,NHdE_ObFj7OjQBB3jjqBNQ,,food
uZ5ijOPNQ4u-ADFLCIU6kg,H5KRna9A6mDQEJ2ZN0zL6g,Nice coffee coupled with warm cream. The stirring spoon is A plus. Perfect details.,drink
Adc0y8CfSe_flKpUgj3_WA,HqPTlLE1mxWyvN4y1stsKA,,inside
Eo-hEbhTi6g2bpuja8OBww,RvTHIKHaPVVp8S9cihpi5w,The place to be for live music!,outside
mpjdwk-D2JN3XsoKhTzXkA,FEXhWNCMkv22qG04E83Qjg,,food
qMit6xY6oGWlYgiADrmiHw,b2NYyx-BqwNHgOC5RnXzmw,Spicy  Burrito,food
yNVARFVjtMujIwQnxyFcAw,q4aAaxdN4wmUZoC6sKEwsw,,outside
6kFYua88c4CMovlCHqKTKw,VOaWZhnatGDLl1PBrXKTjg,Bar,inside
85j-tocz0vkxLumlRBUmYA,UVE_f01HDCnkyQVhIApUrQ,Woooah na. Mac & Cheeze balls out at Fried Chicken Fest. De lish,food
C2Ffr3HHAs8QJri-Q4xYXQ,dT3wXJcYOjUnnCAPU67R2Q,Doombalaya killing it!!!!! with their jazz-funk-ska sound At black label Icehouse. You have to check this place out!,inside
1uuAXkjtpUkDXERDEIlYcQ,dqhpX2YseNDqoWQCQWSc2g,,inside
uP5EuQHtUji8-man9gHeIg,TEv0kn08Hq2UZ3k74Ieh_Q,Can't visit New Orleans without trying Beignets!,inside
cbtnTMe8_rQ-3J_7XTqLTg,5ek43v9QoJAPS8CBuBeFgg,Fresh blackberries,food
mPB2oboF5AFt5GzKgwjRHw,GSOLNXG5-IPvNj0DPf3kOQ,,inside
kQ7dPGiXmP0ofnPUZdNwYQ,dGeXdSMah56gEHwZNaRQKA,,inside
VlvZH-Z1COqcKHBQ1B059g,Ye5nmTmZ7cL7BQshqZeIWQ,,food
9R_QPqlXfP16YJfE4MEcyA,X-BZp1KMgGzKkf_92Y3fWw,,drink
kKq_GQ4q7OeRBZQbdtKX-w,rnXMM1jS9BMFabndBC-bkw,,food
S3f36yrsjCZlyWXCTuq3-w,iSRTaT9WngzB8JJ2YKJUig,Front of the restaurant,outside
HwzY1nOKu8i0Zx-dMssTOw,FEXhWNCMkv22qG04E83Qjg,,inside
YSBDIP1GOQxm7VpfvS0MnQ,hfbZ97Te3T4jeWN6GgsGrQ,Huevos Rancheros,food
Y1sXdJpGNNkEj9gEbtCgdg,FEXhWNCMkv22qG04E83Qjg,,inside
-AJ9gkygQJ9zKZuaufVntg,HKdAOvtDv47zPjceCjbz4Q,,food
gIhYkz66p9r3NDyF6cgtHw,u537LRjJmHI4eqMARsP9ng,Jessica makes the best desserts,food
2Hn65Pd3_vawdALI4-df4g,aGiIyGfO7DvhXvB1lksp7Q,,inside
LdxXEWLoymG4_9pDSnW_vw,S2Ho8yLxhKAa26pBAm6rxA,Hurricane,drink
PEcFQ3S_X3PpPKZ4ltLJAg,3aCIpZgIeDwB1uQBAaPbKQ,GOING FOR THE ADULT CAFÉ MARKET instead of another ubiquitous internet coffee shop,inside
rdNqN7GI1hShltRFpZTKtw,TvbJq1a1Xto5w6t4zMUYHQ,,outside
Am3IdZK5RCZEnv0zFRuYdA,I3Uy20BKx7G-Fzz6hLIeWg,Dark Chocolate Cremeux,food
LiMtD4XAkSkpN_LL-LSQmw,VQcCL9PiNL_wkGf-uF3fjg,,food
c6l7Ax9AefBPDceHxbMhkA,gnXN6LuSC3IoMCOtRl8sQw,Grilled Flounder: Flounder Filet grilled in Italian Dressing and served on a toasted Italian Roll dressed how you'd like,food
uyGllny8sZP4Bxn6Czcmqw,ndVzILWR-DJXpfOlHm556A,,inside
_KOJOzD_FfdAZJL9m-HKNQ,M7Y338g9JFs_0fNR1RA82w,,drink
P_jmWN9xVyes6fsYh16GAA,FEXhWNCMkv22qG04E83Qjg,,inside
7spXrqS6GcA_CLUoMRJ8lA,qb28j-FNX1_6xm7u372TZA,Vegetarian Gumbo,food
W5jpmWMsrlDLITmS7YDSzg,1PMAO9O8iQ3gIZlPEaJN3g,,inside
JTHgVBpHxaSMUPs4KjxF6w,BfAYvF-GsCljAFNRmuP3lg,Porkbelly,food
dlztbWq9HUfmczkvlu2EvA,pUlpCJBYR7chLMMUKA5Ydg,Kiddos loved it here! We had no problem finding a seat up front!,inside
rsfAgH006lRAZNUsLKH6Qw,hfbZ97Te3T4jeWN6GgsGrQ,Milk and Cookies,food
q3_j881dmbOtoEfnpRlknA,EmJF-xSIOaEEOWcK8UOBqg,Ready for fall season!,inside
y0I-GhIMCH7ItQbXB62S6g,IGna30iAQJa6RMbsv-9tWg,Line at 7:30 to the road. Opens at 8,outside
xOJL4mq_p7KQbRiJyqxmIA,Y2Pfil51rNvTd_lFHwzb_g,,inside
iZQMhTq82tIxmKijANWAcA,JOTAQZPCqpD6Nr7dsN9MYA,4.5/5,food
q6nQhfuz1qT71StpYtgleQ,vwOJ4yZH1I85-T3dJyr2ig,,inside
YyjzMLlsEvCVshdu6PcMKg,E5YB7NywtfmQ2_rpxtjmKQ,Betsy's Pancake House,outside
EWXIQS43IC9su4b-lycpPA,pym7c6ZFEtmoH16xN2ApBg,veggie extravagaaaaanza,food
k3Ff78ew3P_E1xsaPDjtvw,qb28j-FNX1_6xm7u372TZA,Awesome courtyard,inside
Gi_zchpKD9PZQlAssAxRbA,VQcCL9PiNL_wkGf-uF3fjg,Chargrilled oysters,food
SXjyIncK0RyMdFPGgx72Nw,tyfAxYsomnzygfyeZxbL_Q,Fruits de Mer!!,food
WiTSY5kphHWgSxzorLsCLQ,NHdE_ObFj7OjQBB3jjqBNQ,"Beautiful bar area, make me wish we would have sat there instead of a table.",inside
Ry4ZdeH_1Lfty15YeFbaMA,VaO-VW3e1kARkU9bP1E7Fw,Char - grilled Oysters,food
IGcnyMvWScpudzcbgiwNMA,V9VLhHdSFpFi4yXFqVcVEA,,food
zjn8SNSo2c_iIftvriCEzw,_ab50qdWOk0DdB6XOrBitw,Char Grilled Oysters: heaven in your mouth.,food
8ZFbZOzuTPa8yhpVRVkwFQ,lo3zYtvPB6-iVok2C7HsGw,,inside
unD3HEQiG9qKJGVb5WPPpA,QXYReXKTCGz8stKD1LL1cg,6 FOR $4 VEGGIE EGG ROLLS: don't miss 'em! (Outside the gate),food
dkMwbHW4jbleXtvYniwj8Q,fU3qz9khOzzz0pBt7XHG5A,,inside
2VFzGzNIIuMS_3PNwCtdWQ,u7uFQCoHFtBKCtbWUm6yZw,Lobster Fettucini,food
eA_e4L5RW0jnBBhmZAEFbg,PVMFX-X4t_vDAR511R8qFQ,Homestyle Cooking just the way you expected it to be with high-quality ingredients and memorable flavors.,inside
gtZA97UJh2537-tOtVLmfQ,vJxL8UDtlOs-h9d-M-3SQw,,menu
bm4AWmVj58s3p6FtOF1N_A,qb28j-FNX1_6xm7u372TZA,A sign you can't miss,outside
YVJCC2x03Zvw1tRzwmiIzw,tJhIqLwZnbBl5FKIChEIQA,,drink
MZ2Yx5fjXWV3omfzFYjsbA,WXgV2lOUgas7DzTLeDau-w,,inside
opLT3lawSLVzFd9yEpD8pw,u7uFQCoHFtBKCtbWUm6yZw,Andouille crusted drum,food
b-9Ed3UEb934D_GFubbv-g,qclZoDz3sjT7v5xOSj5P2Q,,inside
Hfqr3m40ObgKeyQzqDg5IA,W4ZEKkva9HpAdZG88juwyQ,Niman Ranch Pork Belly appetizer.  Great flavor mix between the smoked pork and the fig sauce.,food
DdT4XxRgOa_Ty_Z1yXii2A,uR7G8I4Cef9D9R340TN24Q,The oyster platter,food
F_uPnnGXi92ux3kVK0FxXA,gTC8IQ_i8zXytWSly3Ttvg,,food
F3CNrXuLcngk9NYDhmGKMA,rOsC1rDpIxvNoHxEvNFjeA,,drink
A1XZ28-bRHig4tXWSen8sw,dv__ueLdBriLPNqhVyHBVA,,inside
SawWYaRDp0cSeRzJV9AHkQ,I6L0Zxi5Ww0zEWSAVgngeQ,,outside
Flk3c7RCKFwah-shdtGQ4A,OoM2j5LPJC4Mofl2XQjBvQ,Coffee bar and more,inside
j3GzlRHnsKoLU4IPwAk8kg,JVDkpFxbc_j49Wvxk5CtVA,,inside
uSz_Kp4zWTY-_Rsk_W3VCw,aIVk0IEUj7rPaAMeAmBSGg,Frey Meat Packers Making Hot Dogs,inside
ZzaH5BQjkD56ACqBiqJajA,lkViWrwOjLTv0JWq10S59g,"White chocolate, creole praline, and double dipped dark",food
YjRHUkig82Enj7iCQEHuOA,gCR4cGLoOu_jgsPKSyqBbg,,food
u5e7GJ3apwskU1q3OI4wxQ,b2NYyx-BqwNHgOC5RnXzmw,"""Better Than Popeyes"" Fried Oyster Mushroom Sandwich",food
HZ8HX0bRh89L9F3UXk-aTA,iwmW2mgcn2YdirXUHCsgXQ,,food
VFAT6ldJHqHpHSPdWTHblg,oBNrLz4EDhiscSlbOl8uAw,,drink
o3LIfbvoCFH8lsWsWFJMpA,Y2Pfil51rNvTd_lFHwzb_g,,inside
RFY2ARqPEqz6nI7WeYzmxw,xs6KXAE0UY5Yhd2GJJxCZA,,food
55pZXNlZ1w5lSD5WOotmPw,R7ZqfB-4Z7jyl73iQ58nEQ,Orzo Pasta Salad in Honey Dijon Vinaigrette,food
tSoh__YD03jvCDTUCe5iXQ,9xdXS7jtWjCVzL4_oPGv9A,Interior,inside
TbL7_eCmxJlMr3m8VP113w,Z0JdaW9ksIMn9UJlr1Rdaw,The Harold,food
VwcbD2I3S3j9BSG52kSZUg,_dtlumMepOrZx-k1JEwgWA,Paella,food
dc_Ynpu1ake8mhLuD_CxRA,BjeHLwKOlHyV6DJgmZxAjA,Helluva good Po'Boy.,food
RH9VyePjNOV8CHcgSe907A,TdyHRkxn334JxtUSdGpIiw,,food
22uPNnuKfOIOF7qUCR8Kfg,hfbZ97Te3T4jeWN6GgsGrQ,Bruto Cookies at Willa Jean Photograph: Gabrielle Geiselman,food
x7Apghfx-aYkYgsM3LopVQ,NuI532ndKlcbevcw68YCRA,Open-Air Restaurant,inside
g-vFkdpgWf6J1WyAXShYWQ,BfAYvF-GsCljAFNRmuP3lg,Nina & Larry on the pass.,inside
OCoIBPwNZQSIt3XR_CiCLg,cW2jouXxw1XFN8t35hnrDA,,food
l_rMdwgrvjm2PyHyXBcBTw,FxosV3rl41ZlR724nnrImA,,food
VP5bTcz35PC7Uiek3mjUhA,RPEMUwN_CDRRToQ_7hxsvA,,food
pPbTtqyejxGQvdJOmRqtzA,6NpEFQgyQVBfwXNkSuLf0A,,inside
MTsLAUwe5xWCsMLGXTrI-g,Y2Pfil51rNvTd_lFHwzb_g,,outside
9DPeZl9pAHi-LbM5ETDvQw,qi2MFcotB3YgiC0SJr2FmQ,,inside
Ek55KKYdHydjaUwgmgcauA,JLixvCikc5JYGcnvaqHoJg,,drink
U4osQexroiUs3ILxwrv4rQ,V9VLhHdSFpFi4yXFqVcVEA,Tuna salad & crab claw in vinaigrette,food
EJoJcZFOGY5lZcvTMiMq0w,P3Oy6-nfqP46PmHJXNPLYA,,inside
ZIsd1irdzp5kOIze4ON4CQ,oBNrLz4EDhiscSlbOl8uAw,Migas,food
jA7pWK2E4ziEQGfn_ak-tw,iV0oX7XD-HAk6jPYX40_hg,,inside
GFVulRY2GNmEgV_lrQZRrQ,OoM2j5LPJC4Mofl2XQjBvQ,,inside
mYQ8yE1O7-DRs5rZtXY_lw,e5fCI12X_GLCST668S4ROA,Pretty cool!,outside
aupU0nvaRxd6g0exTe7pXQ,qg0jcxo-ZlV8G2sNj2C8ig,,food
_fd2SeQASJ1_hAKu0o4H1g,FEXhWNCMkv22qG04E83Qjg,,food
RDZKoo9lWnPF_8MAkS_YUg,W9SliuSyX7N0XoiG9UFNdQ,,inside
Ly98xFna50UiDNKF1XXoqg,xJ3NSwE0xhdtA-tB_y_rNQ,Their charbroiled oysters are DELICIOUS! Chessy and buttery is just the way I like it. Mmmm!,food
Elht-qOhVGVgGjo98tjnWw,eLjXnfYwkr8zz0VhwMhOGw,,inside
HiTXjItntaHXS4gk-WsMOA,sNlXllrga85g6vUQSVGl9g,,food
aMPVAJGC7aUow9osjK7alw,FEXhWNCMkv22qG04E83Qjg,View of the large covered outdoor seating,inside
8NiNqyhgwoXxqh1UKNFRFg,oCbJpGl8IkH1WdYa25TDBA,Oysters,food
AVuKlPL-4Iz8ml80GQPZwA,Qmrw1chFGn3skbWFEyxYCQ,Uptown gem,outside
